	posx	posy	smh	smd	smv	pupil_size	sr_0	sr_1	sr_2	sr_3	sr_4	sr_5	sr_6	sr_7	sr_8	sr_9	sr_10	sr_11	sr_12	sr_13	sr_14
4513	13.536076	-3.2953620000000003	1.0	0.0	0.0	2.418	0.13765935501209217	0.2419911344266429	0.2975078341049377	0.2443202917154877	0.16146382667209866	0.16345120885550762	0.2239464991432935	0.29553530952523255	0.2753496221895538	0.18893602115967678	0.2190735488335113	0.27117455853129685	0.3187192969731966	0.26034752723905846	0.22708712324323316
4514	13.544410999999998	-3.3187900000000004	1.0	0.0	0.5	2.417	0.1386464419723353	0.24221375226933006	0.29992024722459937	0.24571832592427018	0.15952320488122382	0.15880438344870998	0.22657145159891506	0.29608246540338107	0.2758405705581917	0.18673494912338723	0.21208288762092947	0.2559812835711622	0.30868595368922125	0.25472010511169363	0.22275562422913703
4515	13.547189	-3.3275749999999995	1.0	0.0	1.0	2.412	0.14088029974166455	0.24094307544239968	0.30089111924440964	0.24715383201889443	0.15830908105585506	0.15597360354543058	0.23093964446238377	0.2971901809791444	0.276630930583893	0.18538685529735496	0.20540384607557305	0.240568688168063	0.29710279927334626	0.24864690547348373	0.21837440783425235
4516	13.547189	-3.336359	1.0	0.0	1.5	2.406	0.1435660513220853	0.2387748250600942	0.301088235755502	0.24884123166075336	0.15709276286823456	0.15281831948798036	0.23631302184139386	0.29924527858132	0.2781374395636415	0.1837221669389758	0.19729904654748942	0.22606215452915024	0.2870375735072746	0.24420843649380622	0.21411627813873502
4517	13.544410999999998	-3.3422160000000005	1.0	0.0	2.0	2.403	0.14718297079691894	0.23559026027721947	0.30069047049973896	0.25059110024185693	0.15635100699136298	0.1502282488095971	0.24248948023895517	0.30222128205240634	0.2796071009863041	0.18260934052652247	0.18878916907792861	0.21180148616875172	0.27773694626337	0.24045444424999357	0.21025347818682996
4518	13.547189	-3.348072	1.5	0.0	-2.0	2.403	0.13152514144538893	0.21549635013075993	0.2783305642873123	0.23980069348080402	0.1677868576839465	0.17705293808496916	0.2253364112736415	0.30811702447774997	0.27637102085397103	0.199139195339811	0.23824688546158554	0.30646925698128374	0.33399637636101415	0.28074501097845384	0.24718210165804982
4519	13.536076	-3.348072	1.5	0.0	-1.5	2.403	0.132832767745609	0.2259444357722404	0.2854713041693053	0.24061910369060707	0.16641725661488507	0.17154441052468639	0.22169322469777325	0.3056243420825959	0.27543474407978324	0.19687587439278462	0.23328761098231826	0.30001142731087427	0.3318278094362319	0.2759722990209552	0.24303988101166535
4520	13.527742000000002	-3.348072	1.5	0.0	-1.0	2.403	0.1337784917855165	0.2338222101034485	0.29146922785260315	0.2412836311572445	0.16536012217069596	0.1662155553661926	0.2193860564107728	0.3034950468122992	0.2744560996501321	0.1944585682871913	0.22778828521209266	0.2915694124150295	0.3288756792568695	0.27063833531651427	0.2382575827019282
4521	13.516628	-3.3422160000000005	1.5	0.0	-0.5	2.403	0.1346497766393119	0.2393134259025505	0.2963739246803593	0.24166603012902685	0.16372517479666873	0.16132832568171213	0.21894284912106476	0.3021139745540723	0.2741752672080869	0.19246558023050173	0.2226392424741895	0.2817103031152793	0.3253378054478983	0.26604374045109297	0.23472178873546673
4522	13.516628	-3.336359	1.5	0.0	0.0	2.398	0.13623933745056235	0.2428371581065056	0.2993294531887558	0.24274498849854412	0.16309727732216034	0.15754083797328686	0.2205744095246463	0.30144279590046996	0.2742351863317617	0.19084078513648578	0.21591925335371098	0.26876967538333096	0.31956281988924673	0.25988467524952585	0.23040432778288836
4523	13.513849	-3.3275749999999995	1.5	0.0	0.5	2.392	0.13781275833329037	0.24413696208754712	0.30166681957988906	0.24437411347939741	0.16191433914353864	0.15360828177832933	0.22379710871739988	0.3016588028681279	0.27469863947780626	0.18847019177814492	0.20856250946629	0.2536736247559083	0.3099773765441741	0.2541571957503345	0.2259020289464684
4524	13.527742000000002	-3.3070760000000003	1.5	0.0	1.0	2.387	0.13991461704176705	0.24326967099985586	0.3026209918857722	0.24588929655053388	0.16095393783218567	0.15078194530120406	0.22806537452081682	0.30249194076986724	0.27545920005426655	0.18667207479249	0.20106596994366166	0.23814879187937743	0.2992826065052343	0.2480936313851212	0.221356308062513
4525	13.53052	-3.289505	1.5	0.0	1.5	2.387	0.14310582730413923	0.24109817096181801	0.30248145815756106	0.2466629061166683	0.16005674563208952	0.14884279384157242	0.23328788060987213	0.3039522262094454	0.27651563052157213	0.18518058564797937	0.19355967782315528	0.22364670144589693	0.2893455356541449	0.24345899964042234	0.21773413836555439
4526	13.524963	-3.274862	1.5	0.0	2.0	2.387	0.14713295527954204	0.23893633129197359	0.3022095605105164	0.2483518932421806	0.15970150500615093	0.1469340740321892	0.23970705722488625	0.3063815590856331	0.27809786148951327	0.18411340094822615	0.1848036212442652	0.20967040028278242	0.28112657289690157	0.23993619791352883	0.214251127868597
4527	13.511070000000002	-3.271933	2.0	0.0	-2.0	2.388	0.12880981361621455	0.21388111823418066	0.2812813153502544	0.23843685171706722	0.16965733394205817	0.17213914658226528	0.22476076470706222	0.31319263788464724	0.27560583134463085	0.2011902919162419	0.23752347020819	0.3068636751838629	0.3342592456688576	0.28032171615155943	0.2494535778526882
4528	13.524963	-3.271933	2.0	0.0	-1.5	2.388	0.13023203541582992	0.22398601616140001	0.28731881464657266	0.23853668335735506	0.16806630230961458	0.16556807673703783	0.21996384836572896	0.31063954039684266	0.2742006443808574	0.19819454106807857	0.2323228184551038	0.3002321481018757	0.332181180192017	0.2756935569921275	0.2455906219259939
4529	13.544410999999998	-3.271933	2.0	0.0	-1.0	2.386	0.13156747490418993	0.2329369646821887	0.2934313966694242	0.23963731972553245	0.16743337223310056	0.16015683627489707	0.2177866944079997	0.3088696988749536	0.27386627747157494	0.19651620661537147	0.22649890087284985	0.29156933939935165	0.3294999469041043	0.2709328096359723	0.2413235141208001
4530	13.563854999999998	-3.2836480000000003	2.0	0.0	-0.5	2.387	0.133133077529688	0.23946391301125577	0.2979243123184209	0.24030103995675092	0.16624672924795175	0.1552366366152239	0.21686294635486347	0.30732689398447194	0.2730234099567835	0.19378200883621777	0.21989039148168762	0.2806615546687108	0.32591434735834407	0.26557868395991535	0.2370501541089991
