Timestamp	GazePointXLeft	GazePointYLeft	DistanceLeft	PupilLeftX	PupilLeftY	PupilArea	CRLeftX	CRLeftY	CRArea	ValidityLeft	GazePointXRight	GazePointYRight	DistanceRight	PupilRightX	PupilRightY	PupilArea	CRRightX	CRRightY	CRArea	ValidityRight
37052	-13.4710177919337	-41.1440965731985	500	292.972922502334	245.300653594771	1071	285.090909090909	231.363636363636	11	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37060	-13.8660119438233	-41.3057887909771	500	292.792097836312	245.41768579492	1063	285.090909090909	231.363636363636	11	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37069	-13.8236735978568	-41.312216337249	500	292.812854442344	245.41965973535	1058	285.090909090909	231.363636363636	11	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37077	-13.7121153945789	-41.4546415604588	500	292.874524714829	245.501901140684	1052	285.090909090909	231.363636363636	11	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37085	-12.785855418514	-41.2850732248052	500	292.985714285714	245.37619047619	1050	284.769230769231	231.384615384615	13	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37093	-12.8905083462222	-41.3975415115749	500	292.942196531792	245.449903660886	1038	284.769230769231	231.384615384615	13	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37102	-13.2159467452999	-41.4644774721826	500	292.736030828516	245.621387283237	1038	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37110	-13.3845904651185	-41.6642891362978	500	292.666666666667	245.752436647173	1026	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37118	-13.4036863608271	-41.5732888130299	500	292.652427184466	245.697087378641	1030	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37127	-13.4914742195324	-41.7710185648913	500	292.621568627451	245.823529411765	1020	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37135	-13.3833873569059	-41.5039381547217	500	292.658252427184	245.653398058252	1030	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37143	-13.4356542473785	-41.4566406771742	500	292.630604288499	245.626705653021	1026	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
37152	-13.5322391235063	-41.7173351977944	500	292.599014778325	245.792118226601	1015	284.714285714286	231.5	14	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	4
