	posx	posy	smh	smd	smv	pupil_size	sr_0	sr_1	sr_2	sr_3	sr_4	sr_5	sr_6	sr_7	sr_8	sr_9	sr_10	sr_11	sr_12	sr_13	sr_14
0	-5.065695	-2.590473	-2.0	0.0	-2.0	1.834	0.15152571418514682	0.2449520689335084	0.2656818568687764	0.22270536643785932	0.16514209583014325	0.21529709622317722	0.30018916826849545	0.2999525187404434	0.2517965586059725	0.18671947241725462	0.2555308907977095	0.31499469838496896	0.3331864558272687	0.28592480529262376	0.22484514452695709
1	-4.838146	-2.569888	-2.0	0.0	-2.0	1.8330000000000002	0.15151990861531484	0.24494673303452863	0.2656966007797069	0.223182963887697	0.16540135173132364	0.21481652154789163	0.30005892154183345	0.29960792452075274	0.2524571126152435	0.1864191219385643	0.2547482685371761	0.3148875061579458	0.33320022780892405	0.28580265800333954	0.2241711580479152
2	-11.24284	-4.5451440000000005	-2.0	0.0	-2.0	1.77	0.15206930874352056	0.24609166434600058	0.27455800720850176	0.22111405152374294	0.16399585006296097	0.21581607729219265	0.29870144251390524	0.31129502787314545	0.2378763112861771	0.18161329759714537	0.2552109338083687	0.3140458349506582	0.3336700034570069	0.28337725384187606	0.2237117617832378
3	-11.240013	-4.51879	-2.0	0.0	-2.0	1.77	0.15232728278524524	0.24612965769681142	0.27427414473169254	0.2210645235737934	0.16451931701019726	0.21658895291373498	0.29895831220261787	0.3114250484612027	0.2386745244266607	0.18275092135046891	0.2554301171565326	0.31387801479169036	0.33353500449154927	0.28333963568943504	0.2241041795124672
4	-11.25415	-4.515861	-2.0	0.0	-2.0	1.77	0.15244360209888116	0.24605916983482543	0.2743399426431149	0.2212366647690714	0.16468681789840964	0.2163326883613658	0.2987755303520459	0.3113087249887577	0.23857412697238514	0.18260910556969745	0.25553758026272727	0.3138926647311491	0.33355147806328206	0.2833218929674746	0.22395968546985776
5	-11.276766	-4.530503	-2.0	0.0	-2.0	1.776	0.15199672751752533	0.2459554340473766	0.2745115315204615	0.2210733224677705	0.16418543642606498	0.2157031332290363	0.29851709523705355	0.3113362228801756	0.23802611104795274	0.1819639731446948	0.2552496421773052	0.3137654586436892	0.33349013338895656	0.2832986100563605	0.22393046585414592
6	-11.276766	-4.524646	-2.0	0.0	-2.0	1.776	0.15208015701904476	0.24599754461880852	0.27473151413269764	0.2213698551369773	0.16446739654174816	0.21593800843207162	0.2986751336692033	0.31136762938720164	0.23827595890705905	0.1821392953943365	0.2549795236675033	0.3137764476039663	0.3335168859248227	0.28321447104736935	0.22351035538050512
7	-11.293726	-4.515861	-2.0	0.0	-2.0	1.774	0.1523003133058303	0.24596979868143445	0.274355285442295	0.22104132039298774	0.16466934603850072	0.215973079964538	0.2985991085706581	0.3113369453129677	0.2382379920332906	0.182556294714462	0.2555903342863273	0.31379720039747183	0.3334996728046943	0.2831336932757903	0.22367472730797897
8	-11.290899	-4.489505	-2.0	0.0	-2.0	1.7719999999999998	0.15200160348192004	0.24614089493574778	0.27457788096017	0.22081289830616346	0.16393133094271978	0.21588665790278722	0.2987431249763753	0.31146588006691467	0.2380814629714513	0.1816727830664945	0.25511675716417265	0.3138605136500211	0.3335781064455933	0.2832636931194521	0.22377125294646535
9	-11.296552	-4.457289	-2.0	0.0	-2.0	1.7719999999999998	0.1524066974557702	0.24582971195291198	0.2741340063562308	0.22059053687314994	0.16400146450403358	0.21617484774820292	0.29873731620574473	0.3114430859318834	0.23804067531594517	0.182100184972161	0.25545661592677826	0.31399742370467726	0.33362295953012183	0.28338068181398607	0.22419208155006834
