posx	posy	smh	smd	smv	pupil_size
-13.101898	1.218483	-2.0	0.0	-2.0	2.786
-13.115838	1.224377	-2.0	0.0	-1.5	2.786
-13.107474	1.224377	-2.0	0.0	-1.0	2.787
-13.099110000000001	1.23027	-2.0	0.0	-0.5	2.788
-13.087956	1.224377	-2.0	0.0	0.0	2.788
-13.076802	1.2155369999999999	-2.0	0.0	0.5	2.79
-13.060068	1.206697	-2.0	0.0	1.0	2.793
-13.05449	1.206697	-2.0	0.0	1.5	2.796
-13.046122	1.2037499999999999	-2.0	0.0	2.0	2.796
-13.043332000000001	1.200804	-1.5	0.0	-2.0	2.797
-13.057279	1.206697	-1.5	0.0	-1.5	2.796
-13.076802	1.22143	-1.5	0.0	-1.0	2.796
-13.107474	1.236163	-1.5	0.0	-0.5	2.795
-13.124201000000001	1.23911	-1.5	0.0	0.0	2.795
-13.115838	1.23027	-1.5	0.0	0.5	2.795
-13.101898	1.23027	-1.5	0.0	1.0	2.796
-13.087956	1.23027	-1.5	0.0	1.5	2.796
-13.093533	1.227323	-1.5	0.0	2.0	2.796
-13.096321000000001	1.206697	-1.0	0.0	-2.0	2.796
-13.096321000000001	1.189017	-1.0	0.0	-1.5	2.795
-13.093533	1.18607	-1.0	0.0	-1.0	2.793
-13.085168	1.197857	-1.0	0.0	-0.5	2.791
-13.074013	1.206697	-1.0	0.0	0.0	2.793
-13.068435000000001	1.209644	-1.0	0.0	0.5	2.797
-13.071224	1.2155369999999999	-1.0	0.0	1.0	2.799
-13.079591	1.23027	-1.0	0.0	1.5	2.8
-13.087956	1.242057	-1.0	0.0	2.0	2.8
-13.096321000000001	1.24795	-0.5	0.0	-2.0	2.802
-13.104686000000001	1.233217	-0.5	0.0	-1.5	2.803
-13.118626	1.218483	-0.5	0.0	-1.0	2.804
-13.129776000000001	1.200804	-0.5	0.0	-0.5	2.804
-13.124201000000001	1.200804	-0.5	0.0	0.0	2.803
-13.11305	1.227323	-0.5	0.0	0.5	2.802
-13.099110000000001	1.250896	-0.5	0.0	1.0	2.801
-13.101898	1.2450029999999999	-0.5	0.0	1.5	2.8
-13.104686000000001	1.21259	-0.5	0.0	2.0	2.8
-13.107474	1.177231	0.0	0.0	-2.0	2.803
-13.118626	1.180177	0.0	0.0	-1.5	2.807
-13.126989000000002	1.18607	0.0	0.0	-1.0	2.81
-13.135351000000002	1.197857	0.0	0.0	-0.5	2.81
-13.132564000000002	1.2037499999999999	0.0	0.0	0.0	2.81
-13.138139	1.218483	0.0	0.0	0.5	2.81
-13.143713	1.227323	0.0	0.0	1.0	2.81
-13.149288	1.23027	0.0	0.0	1.5	2.811
-13.152075	1.23027	0.0	0.0	2.0	2.812
-13.149288	1.233217	0.5	0.0	-2.0	2.809
-13.1465	1.23911	0.5	0.0	-1.5	2.805
-13.140926	1.242057	0.5	0.0	-1.0	2.803
-13.132564000000002	1.242057	0.5	0.0	-0.5	2.804
-13.124201000000001	1.236163	0.5	0.0	0.0	2.807
-13.115838	1.233217	0.5	0.0	0.5	2.81
-13.118626	1.233217	0.5	0.0	1.0	2.811
-13.118626	1.236163	0.5	0.0	1.5	2.81
-13.126989000000002	1.242057	0.5	0.0	2.0	2.809
-13.135351000000002	1.2450029999999999	1.0	0.0	-2.0	2.81
-13.132564000000002	1.242057	1.0	0.0	-1.5	2.811
-13.121413	1.227323	1.0	0.0	-1.0	2.812
-13.104686000000001	1.21259	1.0	0.0	-0.5	2.812
-13.101898	1.21259	1.0	0.0	0.0	2.811
-13.096321000000001	1.2155369999999999	1.0	0.0	0.5	2.809
-13.093533	1.22143	1.0	0.0	1.0	2.809
-13.087956	1.218483	1.0	0.0	1.5	2.813
-13.099110000000001	1.227323	1.0	0.0	2.0	2.817
-13.115838	1.233217	1.5	0.0	-2.0	2.819
-13.124201000000001	1.23911	1.5	0.0	-1.5	2.817
-13.101898	1.236163	1.5	0.0	-1.0	2.814
-13.082379	1.233217	1.5	0.0	-0.5	2.812
-13.082379	1.233217	1.5	0.0	0.0	2.811
-13.096321000000001	1.23027	1.5	0.0	0.5	2.812
-13.11305	1.227323	1.5	0.0	1.0	2.816
-13.110261999999999	1.22143	1.5	0.0	1.5	2.82
-13.104686000000001	1.227323	1.5	0.0	2.0	2.823
-13.099110000000001	1.236163	2.0	0.0	-2.0	2.822
-13.096321000000001	1.242057	2.0	0.0	-1.5	2.822
-13.093533	1.236163	2.0	0.0	-1.0	2.823
-13.096321000000001	1.23027	2.0	0.0	-0.5	2.823
-13.101898	1.227323	2.0	0.0	0.0	2.823
-13.107474	1.2155369999999999	2.0	0.0	0.5	2.823
-13.101898	1.200804	2.0	0.0	1.0	2.823
-13.093533	1.180177	2.0	0.0	1.5	2.824
-13.087956	1.168391	2.0	0.0	2.0	2.824
1.9450020000000001	7.510439	-2.0	0.0	-2.0	3.108
1.9508740000000002	7.510439	-2.0	0.0	-1.5	3.109
1.980231	7.504617	-2.0	0.0	-1.0	3.11
1.9919740000000001	7.5017059999999995	-2.0	0.0	-0.5	3.109
1.971424	7.492973	-2.0	0.0	0.0	3.108
1.9538099999999998	7.4842390000000005	-2.0	0.0	0.5	3.107
1.9508740000000002	7.478416	-2.0	0.0	1.0	3.107
1.9538099999999998	7.481327	-2.0	0.0	1.5	3.107
