	posx	posy	smh	smd	smv	pupil_size	sr_0	sr_1	sr_2	sr_3	sr_4	sr_5	sr_6	sr_7	sr_8	sr_9	sr_10	sr_11	sr_12	sr_13	sr_14
0	-11.307858	7.1317330000000005	-2.0	0.0	-2.0	3.3139999999999996	0.15513860135040675	0.22815231377526904	0.24019487535371722	0.17694319801387418	0.1593993231527038	0.2190245126561271	0.30044493907815417	0.3202329771071609	0.2576212221893548	0.190104913709882	0.2567409683112783	0.3165669157155458	0.33645957227825746	0.28928385003396667	0.2250514131313984
1	-11.28242	7.085086	-2.0	0.0	-1.5	3.313	0.1527125328410272	0.2272680039483169	0.24093678602157875	0.18112285613222592	0.15804591791491163	0.21457665894139977	0.2982831787948843	0.31660749147948025	0.2497134307747091	0.18789389880924942	0.25263127846394134	0.31389102712686756	0.3355682293584217	0.28446691176111216	0.22046648354779205
2	-11.307858	7.090917999999999	-2.0	0.0	-1.0	3.3139999999999996	0.15108680389652715	0.2252433482128209	0.24202835957112914	0.18592631133242513	0.15635339290208924	0.20983823788884876	0.295912867464305	0.31266963174147855	0.2419135300463647	0.18565238430131628	0.24835658928133997	0.3108882990651543	0.3344146101823516	0.2789723780180721	0.21552451008821358
3	-11.316336	7.096749000000001	-2.0	0.0	-0.5	3.315	0.1489634868567372	0.2221467340155163	0.24461514683244578	0.1929061067292581	0.1543315924105646	0.2051650584279136	0.2936113905900312	0.30894920009474813	0.23540310730331496	0.18394769964860538	0.24387310259318848	0.30783004903046896	0.33299376905623057	0.2738621757345605	0.21150543557589424
4	-11.32764	7.1025800000000014	-2.0	0.0	0.0	3.315	0.1482905974915833	0.21896527495043783	0.24803843130416003	0.20123031906157374	0.1531657894010466	0.19928215257639717	0.2903510369733349	0.30482940104721806	0.2289863852353219	0.18177660030675194	0.2385488617909547	0.3039483078768165	0.33019535187411353	0.2673336830130557	0.20699558150545344
5	-11.324814	7.105495	-2.0	0.0	0.5	3.3160000000000003	0.14868532516230323	0.21554938934863985	0.2516703211903791	0.21053002633849346	0.15131708792413723	0.19367018849345308	0.2871112227255601	0.3013703810314958	0.22423771812813836	0.18066943557483897	0.23383743708103746	0.30013616220375966	0.32568151676961915	0.26030039680358696	0.20390664790579613
6	-11.321988	7.105495	-2.0	0.0	1.0	3.3160000000000003	0.1497141611164102	0.21214358580880074	0.25544078262908393	0.22064454080646326	0.14984319397020093	0.18758401086976292	0.28328756469479577	0.2984795288345664	0.2206480952461616	0.17874156191082718	0.2285388590995943	0.2951800151045247	0.3181194785565951	0.2518378413497896	0.19999812608299303
7	-11.31351	7.108411	-2.0	0.0	1.5	3.3139999999999996	0.15174096762869463	0.20889874452141619	0.25902827981569826	0.2309249826699525	0.1487227141631363	0.18170085020357588	0.27924292902177106	0.2956687079139964	0.21852874719082407	0.177040302323636	0.22318077416657786	0.2889326581284557	0.30920744699737346	0.24396518254757782	0.19720168693287196
8	-11.310684	7.108411	-2.0	0.0	2.0	3.3110000000000004	0.15336477849086508	0.20563946127006028	0.26263311288396374	0.2408427297174283	0.14743572137986793	0.17546289307112928	0.27530395339839725	0.29377919012720993	0.2181371030075336	0.17561037120253561	0.2172899378629906	0.28115061977424316	0.3006280548005094	0.2360361216390379	0.19403706315160396
9	-11.310684	7.108411	-1.5	0.0	-2.0	3.3080000000000003	0.1537388421456573	0.22485661932612666	0.23472112516652277	0.18064744149142173	0.16046800877635636	0.21753482538758437	0.2974184663428084	0.3176803092304399	0.25906414974930947	0.1920756739449058	0.25447196808598155	0.31610341498065486	0.33667416933122574	0.2878541011430883	0.2284388778763569
