subj,arch,appr,ArchAppr,rep,acc
23,2,1,3,5,0.468300787
23,2,1,3,6,0.463733742
23,2,1,3,7,0.460760721
23,2,1,3,8,0.458674221
23,2,1,3,9,0.453965683
23,2,1,3,10,0.46138473
23,2,2,4,1,0.456773351
23,2,2,4,2,0.457390107
23,2,2,4,3,0.461442883
23,2,2,4,4,0.461414938
23,2,2,4,5,0.461606303
23,2,2,4,6,0.46622091
23,2,2,4,7,0.46361185
23,2,2,4,8,0.466337371
23,2,2,4,9,0.486057157
23,2,2,4,10,0.463622529
