subj,arch,appr,ArchAppr,rep,acc
23,2,2,4,1,0.539448338
23,2,2,4,2,0.540884513
23,2,2,4,3,0.55054122
23,2,2,4,4,0.542518679
23,2,2,4,5,0.535400203
23,2,2,4,6,0.563610869
23,2,2,4,7,0.537032683
23,2,2,4,8,0.545056691
23,2,2,4,9,0.524892459
23,2,2,4,10,0.577889558
