posx	posy	smh	smd	smv	pupil_size
10.877639	3.9811879999999995	-2.0	0.0	-2.0	3.576
10.877639	3.989985	-2.0	0.0	-1.5	3.576
10.883308	3.989985	-2.0	0.0	-1.0	3.576
10.888977	3.9811879999999995	-2.0	0.0	-0.5	3.577
10.900314	3.9694580000000004	-2.0	0.0	0.0	3.576
10.903148	3.954795	-2.0	0.0	0.5	3.575
10.89748	3.945997	-2.0	0.0	1.0	3.574
10.888977	3.9371989999999997	-2.0	0.0	1.5	3.574
10.883308	3.934266	-2.0	0.0	2.0	3.574
10.883308	3.940132	-1.5	0.0	-2.0	3.574
10.886142999999999	3.9518629999999995	-1.5	0.0	-1.5	3.573
10.886142999999999	3.96066	-1.5	0.0	-1.0	3.573
10.888977	3.9635929999999995	-1.5	0.0	-0.5	3.573
10.891811	3.966526	-1.5	0.0	0.0	3.573
10.894645	3.966526	-1.5	0.0	0.5	3.574
10.89748	3.9753230000000004	-1.5	0.0	1.0	3.576
10.891811	3.978255999999999	-1.5	0.0	1.5	3.578
10.886142999999999	3.978255999999999	-1.5	0.0	2.0	3.581
10.880474000000001	3.972391	-1.0	0.0	-2.0	3.583
10.883308	3.966526	-1.0	0.0	-1.5	3.581
10.883308	3.9635929999999995	-1.0	0.0	-1.0	3.578
10.880474000000001	3.96066	-1.0	0.0	-0.5	3.575
10.880474000000001	3.954795	-1.0	0.0	0.0	3.576
10.877639	3.954795	-1.0	0.0	0.5	3.576
10.877639	3.9577279999999995	-1.0	0.0	1.0	3.576
10.877639	3.9577279999999995	-1.0	0.0	1.5	3.576
10.883308	3.9635929999999995	-1.0	0.0	2.0	3.576
10.891811	3.966526	-0.5	0.0	-2.0	3.576
10.900314	3.9694580000000004	-0.5	0.0	-1.5	3.576
10.900314	3.966526	-0.5	0.0	-1.0	3.575
10.903148	3.972391	-0.5	0.0	-0.5	3.575
10.903148	3.978255999999999	-0.5	0.0	0.0	3.575
10.903148	3.9811879999999995	-0.5	0.0	0.5	3.576
10.903148	3.978255999999999	-0.5	0.0	1.0	3.577
10.903148	3.98412	-0.5	0.0	1.5	3.576
10.903148	3.9929179999999995	-0.5	0.0	2.0	3.575
10.903148	3.989985	0.0	0.0	-2.0	3.573
10.903148	3.9753230000000004	0.0	0.0	-1.5	3.57
10.903148	3.96066	0.0	0.0	-1.0	3.569
10.903148	3.96066	0.0	0.0	-0.5	3.57
10.903148	3.96066	0.0	0.0	0.0	3.571
10.903148	3.96066	0.0	0.0	0.5	3.569
10.900314	3.96066	0.0	0.0	1.0	3.568
10.900314	3.9635929999999995	0.0	0.0	1.5	3.567
10.900314	3.966526	0.0	0.0	2.0	3.567
10.891811	3.972391	0.5	0.0	-2.0	3.567
10.883308	3.9753230000000004	0.5	0.0	-1.5	3.566
10.883308	3.9811879999999995	0.5	0.0	-1.0	3.563
10.891811	3.9870529999999995	0.5	0.0	-0.5	3.56
10.89748	3.9870529999999995	0.5	0.0	0.0	3.558
10.891811	3.9870529999999995	0.5	0.0	0.5	3.558
10.886142999999999	3.989985	0.5	0.0	1.0	3.559
10.891811	3.989985	0.5	0.0	1.5	3.559
10.903148	3.989985	0.5	0.0	2.0	3.558
10.914483	3.9929179999999995	1.0	0.0	-2.0	3.556
10.914483	3.9929179999999995	1.0	0.0	-1.5	3.554
10.920150999999999	3.9929179999999995	1.0	0.0	-1.0	3.554
10.925818	3.9929179999999995	1.0	0.0	-0.5	3.554
10.931485	3.99585	1.0	0.0	0.0	3.556
10.934319	3.9987819999999994	1.0	0.0	0.5	3.557
10.939986	4.016376	1.0	0.0	1.0	3.557
10.945652	4.028104	1.0	0.0	1.5	3.556
10.951319	4.036901	1.0	0.0	2.0	3.554
10.948485	4.031036	1.5	0.0	-2.0	3.551
10.945652	4.028104	1.5	0.0	-1.5	3.548
10.942819	4.028104	1.5	0.0	-1.0	3.545
10.948485	4.028104	1.5	0.0	-0.5	3.54
10.951319	4.025172	1.5	0.0	0.0	3.536
10.948485	4.02224	1.5	0.0	0.5	3.534
10.939986	4.02224	1.5	0.0	1.0	3.535
10.931485	4.025172	1.5	0.0	1.5	3.535
10.934319	4.033968	1.5	0.0	2.0	3.534
10.937152000000001	4.0456970000000005	2.0	0.0	-2.0	3.534
10.942819	4.048628	2.0	0.0	-1.5	3.534
10.945652	4.054492	2.0	0.0	-1.0	3.534
10.942819	4.057424	2.0	0.0	-0.5	3.532
10.939986	4.060356	2.0	0.0	0.0	3.529
10.937152000000001	4.060356	2.0	0.0	0.5	3.525
10.937152000000001	4.057424	2.0	0.0	1.0	3.525
10.934319	4.054492	2.0	0.0	1.5	3.525
10.925818	4.05156	2.0	0.0	2.0	3.525
-9.050187	3.7347910000000004	-2.0	0.0	-2.0	3.371
-9.047321	3.7347910000000004	-2.0	0.0	-1.5	3.369
-9.050187	3.7347910000000004	-2.0	0.0	-1.0	3.367
-9.050187	3.7318569999999998	-2.0	0.0	-0.5	3.364
-9.047321	3.7259889999999993	-2.0	0.0	0.0	3.362
-9.047321	3.7230540000000003	-2.0	0.0	0.5	3.362
-9.044454	3.7230540000000003	-2.0	0.0	1.0	3.361
-9.038721	3.7259889999999993	-2.0	0.0	1.5	3.36
-9.030121000000001	3.728923	-2.0	0.0	2.0	3.359
-9.024386999999999	3.728923	-1.5	0.0	-2.0	3.358
-9.027254	3.7318569999999998	-1.5	0.0	-1.5	3.355
-9.030121000000001	3.7347910000000004	-1.5	0.0	-1.0	3.353
-9.032987	3.7318569999999998	-1.5	0.0	-0.5	3.35
-9.035853999999999	3.728923	-1.5	0.0	0.0	3.348
-9.038721	3.728923	-1.5	0.0	0.5	3.345
-9.038721	3.7347910000000004	-1.5	0.0	1.0	3.341
-9.032987	3.743594	-1.5	0.0	1.5	3.339
-9.027254	3.7465279999999996	-1.5	0.0	2.0	3.338
-9.024386999999999	3.7465279999999996	-1.0	0.0	-2.0	3.337
-9.027254	3.7465279999999996	-1.0	0.0	-1.5	3.337
-9.027254	3.743594	-1.0	0.0	-1.0	3.337
