posx	posy	smh	smd	smv	pupil_size
-14.776782	-4.765123	-2.0	0.0	-2.0	2.135
-14.765789000000002	-4.762208	-2.0	0.0	-2.0	2.136
-14.771285999999998	-4.768038	-2.0	0.0	-2.0	2.136
-14.817994	-4.747634	-2.0	0.0	-2.0	2.131
-14.828981	-4.7592929999999996	-2.0	0.0	-2.0	2.13
-14.828981	-4.765123	-2.0	0.0	-2.0	2.13
-14.815247	-4.7592929999999996	-2.0	0.0	-2.0	2.13
-14.809753	-4.7505489999999995	-2.0	0.0	-2.0	2.13
-14.809753	-4.738887999999999	-2.0	0.0	-2.0	2.129
-14.8125	-4.735973	-2.0	0.0	-2.0	2.133
-14.8125	-4.730143	-2.0	0.0	-2.0	2.138
-14.8125	-4.730143	-2.0	0.0	-2.0	2.144
-14.8125	-4.721397	-2.0	0.0	-2.0	2.146
-14.817994	-4.715567	-2.0	0.0	-2.0	2.145
-14.826235	-4.735973	-2.0	0.0	-2.0	2.145
-14.828981	-4.765123	-2.0	0.0	-2.0	2.145
-14.826235	-4.794269999999999	-2.0	0.0	-2.0	2.144
-14.820741	-4.8000989999999994	-2.0	0.0	-2.0	2.147
-14.8125	-4.805927	-2.0	0.0	-2.0	2.15
-14.804257999999999	-4.805927	-2.0	0.0	-2.0	2.153
-14.793269	-4.8000989999999994	-2.0	0.0	-2.0	2.153
-14.776782	-4.794269999999999	-2.0	0.0	-2.0	2.153
-14.763041000000001	-4.768038	-2.0	0.0	-2.0	2.153
-14.765789000000002	-4.744719	-2.0	0.0	-2.0	2.152
-14.77953	-4.721397	-2.0	0.0	-2.0	2.152
-14.793269	-4.718482	-2.0	0.0	-2.0	2.153
-14.793269	-4.718482	-2.0	0.0	-2.0	2.154
-14.790521	-4.721397	-2.0	0.0	-2.0	2.155
-14.790521	-4.727227999999999	-2.0	0.0	-2.0	2.154
-14.793269	-4.730143	-2.0	0.0	-2.0	2.155
-14.790521	-4.738887999999999	-2.0	0.0	-2.0	2.156
-14.787773000000001	-4.747634	-2.0	0.0	-2.0	2.158
-14.785026	-4.762208	-2.0	0.0	-2.0	2.158
-14.785026	-4.768038	-2.0	0.0	-2.0	2.158
-14.787773000000001	-4.773867	-2.0	0.0	-2.0	2.159
-14.790521	-4.773867	-2.0	0.0	-2.0	2.159
-14.801510999999998	-4.773867	-2.0	0.0	-2.0	2.158
-14.8125	-4.776782	-2.0	0.0	-2.0	2.156
-14.820741	-4.785526	-2.0	0.0	-2.0	2.156
-14.826235	-4.791355	-2.0	0.0	-2.0	2.156
-14.837221	-4.7709529999999996	-2.0	0.0	-2.0	2.157
-14.842714	-4.744719	-2.0	0.0	-2.0	2.157
-14.850952	-4.730143	-2.0	0.0	-2.0	2.157
-14.853698000000001	-4.738887999999999	-2.0	0.0	-2.0	2.158
-14.848206	-4.7592929999999996	-2.0	0.0	-2.0	2.16
-14.834473999999998	-4.7709529999999996	-2.0	0.0	-2.0	2.161
-14.820741	-4.773867	-2.0	0.0	-2.0	2.162
-14.804257999999999	-4.765123	-2.0	0.0	-2.0	2.161
-14.793269	-4.762208	-2.0	0.0	-2.0	2.161
-14.787773000000001	-4.768038	-2.0	0.0	-2.0	2.162
-14.787773000000001	-4.7709529999999996	-2.0	0.0	-2.0	2.163
-14.793269	-4.768038	-2.0	0.0	-2.0	2.163
-14.801510999999998	-4.768038	-2.0	0.0	-2.0	2.163
-14.807006	-4.773867	-2.0	0.0	-2.0	2.163
-14.809753	-4.782611	-2.0	0.0	-2.0	2.163
-14.807006	-4.788441000000001	-2.0	0.0	-2.0	2.163
-14.804257999999999	-4.782611	-2.0	0.0	-2.0	2.163
-14.804257999999999	-4.773867	-2.0	0.0	-2.0	2.163
-14.796016	-4.768038	-2.0	0.0	-2.0	2.164
-14.787773000000001	-4.773867	-2.0	0.0	-2.0	2.164
-14.77953	-4.788441000000001	-2.0	0.0	-2.0	2.163
-14.771285999999998	-4.794269999999999	-2.0	0.0	-2.0	2.162
-14.765789000000002	-4.8000989999999994	-2.0	0.0	-2.0	2.162
-14.763041000000001	-4.791355	-2.0	0.0	-2.0	2.162
-14.768538000000001	-4.782611	-2.0	0.0	-2.0	2.163
-14.771285999999998	-4.805927	-2.0	0.0	-2.0	2.164
-14.771285999999998	-4.835069999999999	-2.0	0.0	-2.0	2.168
-14.765789000000002	-4.861294999999999	-2.0	0.0	-2.0	2.171
-14.760292999999999	-4.858381	-2.0	0.0	-2.0	2.172
-14.754795999999999	-4.843812	-2.0	0.0	-2.0	2.17
-14.768538000000001	-4.829241000000001	-2.0	0.0	-2.0	2.17
-14.782278	-4.817584999999999	-2.0	0.0	-2.0	2.171
-14.793269	-4.805927	-2.0	0.0	-2.0	2.172
-14.790521	-4.794269999999999	-2.0	0.0	-2.0	2.172
-14.790521	-4.779697	-2.0	0.0	-2.0	2.173
-14.782278	-4.779697	-2.0	0.0	-2.0	2.173
-14.774034	-4.776782	-2.0	0.0	-2.0	2.172
-14.768538000000001	-4.785526	-2.0	0.0	-2.0	2.173
-14.774034	-4.8000989999999994	-2.0	0.0	-2.0	2.176
-14.776782	-4.808841999999999	-2.0	0.0	-2.0	2.179
-14.785026	-4.81467	-2.0	0.0	-2.0	2.181
-14.793269	-4.811756	-2.0	0.0	-2.0	2.181
-14.776782	-4.808841999999999	-2.0	0.0	-2.0	2.181
-14.752047	-4.803013	-2.0	0.0	-2.0	2.18
-14.732804999999999	-4.797184	-2.0	0.0	-2.0	2.181
-14.754795999999999	-4.805927	-2.0	0.0	-2.0	2.182
-14.77953	-4.837984	-2.0	0.0	-2.0	2.184
-14.785026	-4.870036	-2.0	0.0	-2.0	2.186
-14.776782	-4.8962579999999996	-2.0	0.0	-2.0	2.188
-14.765789000000002	-4.902085	-2.0	0.0	-2.0	2.19
-14.763041000000001	-4.893344999999999	-2.0	0.0	-2.0	2.191
-14.757544000000001	-4.875863	-2.0	0.0	-2.0	2.189
-14.754795999999999	-4.861294999999999	-2.0	0.0	-2.0	2.188
-14.760292999999999	-4.858381	-2.0	0.0	-2.0	2.187
-14.771285999999998	-4.855467	-2.0	0.0	-2.0	2.189
-14.776782	-4.855467	-2.0	0.0	-2.0	2.19
-14.771285999999998	-4.846726	-2.0	0.0	-2.0	2.191
-14.768538000000001	-4.835069999999999	-2.0	0.0	-2.0	2.192
-14.765789000000002	-4.829241000000001	-2.0	0.0	-2.0	2.193
-14.763041000000001	-4.829241000000001	-2.0	0.0	-2.0	2.193
-14.74655	-4.835069999999999	-2.0	0.0	-2.0	2.192
-14.735554	-4.835069999999999	-2.0	0.0	-2.0	2.192
-14.721808	-4.84964	-2.0	0.0	-2.0	2.192
-14.721808	-4.861294999999999	-2.0	0.0	-2.0	2.191
-14.719059	-4.8729499999999994	-2.0	0.0	-2.0	2.191
-14.719059	-4.8729499999999994	-2.0	0.0	-2.0	2.192
-14.719059	-4.8729499999999994	-2.0	0.0	-2.0	2.192
-14.721808	-4.8729499999999994	-2.0	0.0	-2.0	2.192
-14.730056	-4.8729499999999994	-2.0	0.0	-2.0	2.192
-14.741052	-4.870036	-2.0	0.0	-2.0	2.193
-14.741052	-4.867122	-2.0	0.0	-2.0	2.193
-14.741052	-4.867122	-2.0	0.0	-2.0	2.192
-14.754795999999999	-4.861294999999999	-2.0	0.0	-2.0	2.191
-14.765789000000002	-4.855467	-2.0	0.0	-2.0	2.192
-14.776782	-4.8525529999999995	-2.0	0.0	-2.0	2.194
-14.774034	-4.855467	-2.0	0.0	-2.0	2.194
-14.774034	-4.861294999999999	-2.0	0.0	-2.0	2.194
-14.765789000000002	-4.875863	-2.0	0.0	-2.0	2.195
-14.757544000000001	-4.8904309999999995	-2.0	0.0	-2.0	2.196
-14.749298000000001	-4.9079109999999995	-2.0	0.0	-2.0	2.196
-14.749298000000001	-4.9137379999999995	-2.0	0.0	-2.0	2.196
-14.741052	-4.925391	-2.0	0.0	-2.0	2.195
-14.732804999999999	-4.931216999999999	-2.0	0.0	-2.0	2.194
-14.721808	-4.922477	-2.0	0.0	-2.0	2.194
-14.719059	-4.904998	-2.0	0.0	-2.0	2.195
-14.724557	-4.8904309999999995	-2.0	0.0	-2.0	2.197
-14.732804999999999	-4.8904309999999995	-2.0	0.0	-2.0	2.198
-14.743801000000001	-4.887518	-2.0	0.0	-2.0	2.199
-14.757544000000001	-4.881691	-2.0	0.0	-2.0	2.2
-14.765789000000002	-4.875863	-2.0	0.0	-2.0	2.199
-14.757544000000001	-4.875863	-2.0	0.0	-2.0	2.198
-14.743801000000001	-4.875863	-2.0	0.0	-2.0	2.197
-14.727307000000001	-4.875863	-2.0	0.0	-2.0	2.197
-14.721808	-4.875863	-2.0	0.0	-2.0	2.198
-14.719059	-4.893344999999999	-2.0	0.0	-2.0	2.199
-14.719059	-4.9137379999999995	-2.0	0.0	-2.0	2.199
-14.716308999999999	-4.93413	-2.0	0.0	-2.0	2.198
-14.708060000000001	-4.937043	-2.0	0.0	-2.0	2.197
-14.697060999999998	-4.939956	-2.0	0.0	-2.0	2.199
-14.694310999999999	-4.942869	-2.0	0.0	-2.0	2.201
-14.70531	-4.939956	-2.0	0.0	-2.0	2.203
-14.713560000000001	-4.931216999999999	-2.0	0.0	-2.0	2.202
-14.708060000000001	-4.910825	-2.0	0.0	-2.0	2.2
-14.699810999999999	-4.8962579999999996	-2.0	0.0	-2.0	2.199
-14.71081	-4.8846039999999995	-2.0	0.0	-2.0	2.197
-14.727307000000001	-4.8846039999999995	-2.0	0.0	-2.0	2.197
-14.743801000000001	-4.902085	-2.0	0.0	-2.0	2.198
-14.738303	-4.922477	-2.0	0.0	-2.0	2.198
-14.732804999999999	-4.93413	-2.0	0.0	-2.0	2.198
-14.738303	-4.922477	-2.0	0.0	-2.0	2.198
-14.74655	-4.922477	-2.0	0.0	-2.0	2.198
-14.757544000000001	-4.928304	-2.0	0.0	-2.0	2.199
-14.760292999999999	-4.93413	-2.0	0.0	-2.0	2.2
-14.760292999999999	-4.910825	-2.0	0.0	-2.0	2.2
-14.763041000000001	-4.8904309999999995	-2.0	0.0	-2.0	2.2
-14.760292999999999	-4.8729499999999994	-2.0	0.0	-2.0	2.199
-14.757544000000001	-4.870036	-2.0	0.0	-2.0	2.198
-14.749298000000001	-4.864209	-2.0	0.0	-2.0	2.198
-14.74655	-4.855467	-2.0	0.0	-2.0	2.198
-14.741052	-4.8525529999999995	-2.0	0.0	-2.0	2.199
-14.760292999999999	-4.837984	-2.0	0.0	-2.0	2.199
-14.776782	-4.826326999999999	-2.0	0.0	-2.0	2.199
-14.771285999999998	-4.820499	-2.0	0.0	-2.0	2.199
-14.74655	-4.835069999999999	-2.0	0.0	-2.0	2.199
-14.74655	-4.843812	-2.0	0.0	-2.0	2.198
-14.771285999999998	-4.846726	-2.0	0.0	-2.0	2.198
-14.790521	-4.837984	-2.0	0.0	-2.0	2.197
-14.790521	-4.835069999999999	-2.0	0.0	-2.0	2.198
-14.790521	-4.8321559999999995	-2.0	0.0	-2.0	2.199
-14.796016	-4.820499	-2.0	0.0	-2.0	2.2
-14.790521	-4.811756	-2.0	0.0	-2.0	2.201
-14.782278	-4.803013	-2.0	0.0	-2.0	2.201
-14.776782	-4.805927	-2.0	0.0	-2.0	2.201
-14.782278	-4.808841999999999	-2.0	0.0	-2.0	2.201
-14.774034	-4.805927	-2.0	0.0	-2.0	2.2
-14.763041000000001	-4.8000989999999994	-2.0	0.0	-2.0	2.198
-14.749298000000001	-4.8000989999999994	-2.0	0.0	-2.0	2.196
-14.74655	-4.811756	-2.0	0.0	-2.0	2.195
-14.74655	-4.8234129999999995	-2.0	0.0	-2.0	2.195
-14.752047	-4.8321559999999995	-2.0	0.0	-2.0	2.195
-14.754795999999999	-4.8321559999999995	-2.0	0.0	-2.0	2.195
-14.757544000000001	-4.837984	-2.0	0.0	-2.0	2.194
-14.757544000000001	-4.837984	-2.0	0.0	-2.0	2.194
-14.757544000000001	-4.835069999999999	-2.0	0.0	-2.0	2.193
-14.763041000000001	-4.8321559999999995	-2.0	0.0	-2.0	2.192
-14.768538000000001	-4.835069999999999	-2.0	0.0	-2.0	2.191
-14.774034	-4.840898	-2.0	0.0	-2.0	2.19
-14.776782	-4.84964	-2.0	0.0	-2.0	2.19
-14.776782	-4.84964	-2.0	0.0	-2.0	2.191
-14.771285999999998	-4.855467	-2.0	0.0	-2.0	2.19
-14.741052	-4.864209	-2.0	0.0	-2.0	2.188
