	posx	posy	smh	smr	smv	pupil_size	sr_0	sr_1	sr_2	sr_3	sr_4	sr_5	sr_6	sr_7	sr_8	sr_9	sr_10	sr_11	sr_12	sr_13	sr_14
0	-20.0	-16.0	-2.0	0.0	-2.0	3.4092	0.152759635319	0.257356237463	0.299817140316	0.248540424803	0.167538808912	0.213292210543	0.29230070081	0.317243177577	0.217157464333	0.174854200793	0.251454382824	0.303168074501	0.327170228881	0.265173291003	0.221815939299
1	-20.0	-16.0	-2.0	0.0	-2.0	3.5232	0.152766062483	0.257669712094	0.300093895799	0.249070919407	0.167808723079	0.212581354772	0.29207481006	0.317087806159	0.215904060116	0.174495239648	0.250617701328	0.302959857498	0.327172150948	0.264570307703	0.220995362035
2	-20.0	-16.0	-2.0	0.0	-2.0	3.3909	0.153274816917	0.257576719657	0.299967195301	0.24907747564	0.168410299657	0.213288138845	0.292367293839	0.31733233143	0.217636170727	0.175096053738	0.251388344366	0.303144890664	0.327154171117	0.265245175558	0.221678810798
3	-20.0	-16.0	-2.0	0.0	-2.0	3.4946	0.152921011421	0.257579769895	0.300077657361	0.249189561886	0.168416208555	0.213265067536	0.292362285556	0.317127549403	0.216331294969	0.175070897881	0.251415010592	0.303076092143	0.327090017948	0.264690253233	0.221238618601
4	-20.0	-16.0	-2.0	0.0	-2.0	3.2617	0.152650338458	0.257278847592	0.299871543227	0.249006500984	0.167849113559	0.21290768915	0.291997173496	0.317533694157	0.219306896425	0.17505068628	0.250986829705	0.302943501445	0.327256012053	0.265595911507	0.221283687949
5	-20.0	-16.0	-2.0	0.0	-2.0	3.2478	0.153030192357	0.257415430127	0.299738671274	0.248802563993	0.167759871181	0.213358041629	0.292459796202	0.31755055976	0.219382857129	0.175130143278	0.251311019822	0.303186483305	0.327185456606	0.26542026322	0.221182453179
6	-20.0	-16.0	-2.0	0.0	-2.0	3.2574	0.152967348016	0.257791397829	0.300110336883	0.249376235988	0.168147442205	0.212765945727	0.292247501519	0.317648470858	0.21952477015	0.175077406478	0.25079610951	0.302934694061	0.327210557141	0.265611025948	0.221301662882
7	-20.0	-16.0	-2.0	0.0	-2.0	3.193	0.152451313239	0.257556776999	0.299970230658	0.248918528575	0.167521333693	0.213144699246	0.29261480091	0.317826749277	0.220330700663	0.174725864501	0.250939974246	0.303178363602	0.327353015392	0.265755167685	0.220802383671
8	-20.0	-16.0	-2.0	0.0	-2.0	3.3755	0.152866346829	0.257463408748	0.299805859203	0.248984887956	0.168148250966	0.213211855759	0.29225112619	0.317304295075	0.217772548234	0.174976981935	0.250958603218	0.302956769935	0.327140265562	0.26529004348	0.221537709073
9	-20.0	-16.0	-2.0	0.0	-2.0	3.158	0.15280203353	0.257692463349	0.300215330559	0.249276713172	0.167716544225	0.212898844184	0.292422527332	0.317984133469	0.220919440075	0.174963541203	0.25082840184	0.303089041046	0.327365366161	0.266062189221	0.221355199089
10	-20.0	-16.0	-2.0	0.0	-1.5	3.3673	0.151130059739	0.257216152834	0.30235839287	0.252869946724	0.167016531311	0.208560831329	0.292504646475	0.317421713047	0.219728067	0.173991470918	0.246435116469	0.297167961601	0.323585698597	0.25377637517	0.215350933056
11	-20.0	-16.0	-2.0	0.0	-1.5	3.5271	0.15094172627	0.257330090816	0.302677144393	0.252955660653	0.1667830925	0.208218386188	0.29245014118	0.317209805783	0.218085299003	0.173960024376	0.246490542753	0.297256809613	0.323494109015	0.2533214818	0.215704114897
12	-20.0	-16.0	-2.0	0.0	-1.5	3.4567	0.150832003778	0.256984699456	0.302446865585	0.252722285738	0.166421048364	0.208386225913	0.292356274566	0.317344970205	0.21887297206	0.174067756196	0.246359916257	0.297279842971	0.323613419343	0.253738021193	0.215719612233
13	-20.0	-16.0	-2.0	0.0	-1.5	3.2797	0.150657448695	0.256876352032	0.302217812282	0.252778848994	0.166905111189	0.208339281408	0.292294998252	0.317558114819	0.220834587949	0.173988287485	0.246364923274	0.297164875193	0.323650130007	0.254147593906	0.215315600618
14	-20.0	-16.0	-2.0	0.0	-1.5	3.5623	0.150700022316	0.256979954146	0.302337158706	0.252593356121	0.166599979644	0.208685311954	0.292649757062	0.317140256414	0.21772235618	0.174156515952	0.246412881493	0.297321813758	0.323556988649	0.253277851235	0.215727627882
15	-20.0	-16.0	-2.0	0.0	-1.5	3.3714	0.150402162948	0.256903796223	0.302407213563	0.252523613738	0.166139819284	0.208222429134	0.292507062169	0.317558608063	0.219894055232	0.173868154042	0.246505195674	0.297412825084	0.323718450899	0.253925642459	0.215278621976
16	-20.0	-16.0	-2.0	0.0	-1.5	3.2924	0.15046370616	0.256845072996	0.302344099083	0.252603573025	0.16627687091	0.20855048111	0.29270099745	0.317775295076	0.221165328097	0.174416862318	0.246432700165	0.297338430758	0.323694958803	0.254412745289	0.21582944471
17	-20.0	-16.0	-2.0	0.0	-1.5	3.5701	0.150939934839	0.256907039872	0.30230931401	0.252482696085	0.166151322255	0.208813360002	0.292641659943	0.317023350415	0.217510658272	0.174146402712	0.2469276955	0.29742729634	0.323482904923	0.253174376974	0.21601567649
18	-20.0	-16.0	-2.0	0.0	-1.5	3.125	0.150731368776	0.257325893003	0.302436683582	0.252922849742	0.166552182424	0.208093303367	0.292433386574	0.317965461221	0.222857670394	0.174351279198	0.246162593294	0.297290076689	0.3238096856	0.255054932318	0.215475158224
19	-20.0	-16.0	-2.0	0.0	-1.5	3.235	0.151403488105	0.257348461465	0.302263107852	0.252741165825	0.167125512652	0.208763191391	0.292489411501	0.317677865154	0.221518395916	0.174588489948	0.246852837155	0.297514647863	0.323701627677	0.254722310691	0.216201800736
20	-20.0	-16.0	-2.0	0.0	-1.0	3.3165	0.149155940932	0.254603694602	0.303437898486	0.255327004644	0.164894714806	0.20353800682	0.292991516405	0.31804826065	0.224289617813	0.173880137279	0.241877965012	0.291033941235	0.318852161116	0.242285744858	0.209999307377
21	-20.0	-16.0	-2.0	0.0	-1.0	3.2892	0.149427192568	0.254880090337	0.303621576582	0.255305611712	0.164925730902	0.20354207469	0.292950753287	0.318087449949	0.224836020182	0.174234644269	0.241651789941	0.290858260596	0.318764518822	0.242554741033	0.210209728954
22	-20.0	-16.0	-2.0	0.0	-1.0	3.235	0.148999111245	0.25479950801	0.30372686858	0.255491889701	0.164623864752	0.203305487741	0.293065621716	0.318300132437	0.225286218372	0.173889772696	0.241490671968	0.291028064829	0.31909481836	0.243004298926	0.209993005764
23	-20.0	-16.0	-2.0	0.0	-1.0	3.2945	0.149489250095	0.254846610935	0.303550910123	0.255577865957	0.165248996136	0.203735175811	0.292924560035	0.318123606768	0.224620054846	0.174069888352	0.24206447647	0.290984836796	0.318871788019	0.24275280236	0.210357094446
