	posx	posy	smh	smd	smv	pupil_size	sr_0	sr_1	sr_2	sr_3	sr_4	sr_5	sr_6	sr_7	sr_8	sr_9	sr_10	sr_11	sr_12	sr_13	sr_14
0	-13.402648999999998	-5.065182	-2.0	0.0	-2.0	5.202999999999999	0.15237588908458138	0.2458350934306425	0.2696631276381838	0.20528911484162787	0.16355604721738554	0.2166146147439091	0.29753683482396853	0.29517229273302015	0.18929313961186253	0.17850585037038616	0.2555518308892119	0.31344744230194976	0.3327103517254197	0.27993684161120586	0.2232707528209993
1	-13.402648999999998	-5.06227	-2.0	0.0	-1.5	5.205	0.14995552749813842	0.24700630975511134	0.2782061033391746	0.2163615006425209	0.16207566004096413	0.21100660085669976	0.29618184150938864	0.2927494016324689	0.18402452241010395	0.17629157407155047	0.2508771252813988	0.31007139222057095	0.3301756945459295	0.27114193512489226	0.2181022328015571
2	-13.402648999999998	-5.059359	-2.0	0.0	-1.0	5.205	0.14790818218755727	0.24534408457172838	0.284122090283546	0.22600360365572297	0.16101738086260572	0.2056277202466765	0.294889861760054	0.29130105290326247	0.1814632547044138	0.17473197583237846	0.2463443063280341	0.3061827411876999	0.3269544946747671	0.26099896942771705	0.21305132711389632
3	-13.397087	-5.059359	-2.0	0.0	-0.5	5.202999999999999	0.14665704167367238	0.24219520521461474	0.28752830088679515	0.2344756493874935	0.1593774675628675	0.20036154973350362	0.29393344573647556	0.29066000825073196	0.1818804082841224	0.17410099241061874	0.24171979376807406	0.30171726722813996	0.3224694394929314	0.24909465504478653	0.20799401871353765
4	-13.394305	-5.059359	-2.0	0.0	0.0	5.2010000000000005	0.14624056216122902	0.23784781876006583	0.2897549586735745	0.24187115152103092	0.1577557306315132	0.19468643496555918	0.29290661106346055	0.29120856021090313	0.18493121817404684	0.17397582971275424	0.2364813559203149	0.2968631290467277	0.315886790607427	0.23554863300010634	0.20302261386916978
5	-13.388742	-5.059359	-2.0	0.0	0.5	5.197	0.1469851862993454	0.23289934696531153	0.2904548056246581	0.24792354169334777	0.1559610310997766	0.18898753489804004	0.29181224293828084	0.29241903573909844	0.19010893762774095	0.1740212666616916	0.23128366933026273	0.29181488510425974	0.3066123603603914	0.2211694774431844	0.19858741783040626
6	-13.388742	-5.06227	-2.0	0.0	1.0	5.196000000000001	0.148356041585393	0.22782986938818914	0.2905230170769938	0.25300433501784975	0.15336314168147158	0.18307561213788487	0.29056673637649333	0.29455209243929026	0.19676421128277932	0.1738024711296872	0.2255850718934432	0.2856790708623417	0.29541665159098496	0.20608949137241883	0.19349147845531453
7	-13.38596	-5.065182	-2.0	0.0	1.5	5.193	0.1502497642579347	0.2221352373692045	0.28899107023022874	0.25729498784835614	0.1516689776579561	0.1773868417119603	0.2891264758262637	0.2974031839858681	0.20564615322700291	0.17505927896685328	0.21991821997753874	0.2777994622273258	0.28420776156251965	0.19228724522201981	0.18930472133912987
8	-13.383179	-5.068094	-2.0	0.0	2.0	5.193	0.1521507857943193	0.21690833567541518	0.2868674008931779	0.2609036793541451	0.14935849189697442	0.17187366514774952	0.28833074672536246	0.3009245609242557	0.21542207811541866	0.17575080216499084	0.2137809863578726	0.26973655112931905	0.27466775179822067	0.17982874448561853	0.18518403136040604
9	-13.38596	-5.071005	-1.5	0.0	-2.0	5.194	0.15073169304259723	0.2434314674283097	0.26573506348030057	0.20740155626262666	0.16381788116842486	0.21371618901924366	0.2936663266393294	0.28647452475274354	0.19263994114492156	0.18360146383337106	0.2527285730477643	0.31284782974082476	0.3324080589487686	0.2793944010011673	0.22750789022982146
10	-13.388742	-5.071005	-1.5	0.0	-1.5	5.195	0.1492406764246608	0.2455191601874859	0.2747577023069022	0.21772808639671626	0.162740003912525	0.20867613801905638	0.2920003232526547	0.28333227112733805	0.18742743773592974	0.18133095478171535	0.2483478904170036	0.30907065176302856	0.32927708883334456	0.2702953379694786	0.2219576163753786
11	-13.391524	-5.076828	-1.5	0.0	-1.0	5.197	0.14698873347348843	0.2449915793940895	0.2819739583636116	0.22654667599750475	0.160925787470561	0.20358456976560463	0.2907974475495931	0.2816079412009996	0.185060238132035	0.179945046985376	0.2441551160196165	0.30510531192413964	0.32553206837117954	0.26021631377590276	0.2171315270362511
12	-13.397087	-5.073917	-1.5	0.0	-0.5	5.197	0.14559288574175225	0.24284230193070622	0.2867831918661299	0.23419092051722018	0.15896781798270895	0.19798326035404024	0.2900798297282828	0.281050304417118	0.18507777619545307	0.1785037169524331	0.23972126731755516	0.3006997423437961	0.3204347494913474	0.24917392785278106	0.21281967137547755
13	-13.397087	-5.068094	-1.5	0.0	0.0	5.197	0.14525549208189636	0.23927979776516708	0.2898670552876728	0.24124992809301588	0.1571708157878598	0.19245397578115508	0.2893764094858632	0.28166572016259683	0.1879488837268674	0.1776847442955603	0.234188644231269	0.2954079278793912	0.3130787396944634	0.23568734864619273	0.20740507776114805
14	-13.397087	-5.06227	-1.5	0.0	0.5	5.197	0.14578433121694387	0.2341180873878893	0.29089079307907445	0.24632387420331486	0.15502172971156097	0.18744144677940147	0.2886018545557054	0.28311464231879985	0.1925452051729239	0.17742111644323078	0.22993902595233554	0.2898922368597853	0.30234980823362895	0.2215534770791971	0.20373085688889306
15	-13.38596	-5.065182	-1.5	0.0	1.0	5.1979999999999995	0.1470997896841614	0.2291639707189012	0.29136718046049737	0.25133322294185856	0.15298060828850832	0.18114256888919342	0.28747133642463446	0.2856565708143798	0.1992978590509514	0.17682416372115056	0.22419093039337906	0.28249525417279386	0.2900290135815203	0.20722791924204884	0.19883000435254386
16	-13.374833	-5.065182	-1.5	0.0	1.5	5.199	0.1492559682036813	0.22449475056118454	0.29062308173458906	0.2551529135175469	0.15105422006515942	0.17574514348454187	0.2869321296484473	0.28908827075370624	0.20754465066773523	0.1768800907840203	0.21860524833408942	0.27447087231410217	0.27780438312314154	0.19368349806600094	0.19462297297205203
17	-13.363705	-5.065182	-1.5	0.0	2.0	5.2	0.15171693361575497	0.2201035651745685	0.2894680343475896	0.2592209336007606	0.14902754422713513	0.1700724231633308	0.2865041607511456	0.2936435591635754	0.21748617288686276	0.1767988002623362	0.21136362848288542	0.26598863093913777	0.2672658524310903	0.18110021448046681	0.18973645418382543
18	-13.363705	-5.065182	-1.0	0.0	-2.0	5.202000000000001	0.1492150159586797	0.2412986922241064	0.2611990125121445	0.20967291496409582	0.16421858795442476	0.2104372309422248	0.2902201691300742	0.2763564653506216	0.1974240057637728	0.187428092982889	0.250133913101838	0.3123109672662051	0.3316980197405606	0.2782807185477276	0.23082663117261681
19	-13.358141	-5.068094	-1.0	0.0	-1.5	5.204	0.14737148202689013	0.24435917108803581	0.2715316190261874	0.21917988196032623	0.16251484272840697	0.20552320411361227	0.28876582880762447	0.2729557762974385	0.192849789238648	0.18528005418599938	0.24573796913079204	0.3086197859817074	0.32832653947441726	0.2696498109194807	0.225367045075437
20	-13.355358	-5.073917	-1.0	0.0	-1.0	5.204	0.14563663173487035	0.244623231513187	0.27963965708736815	0.22723754951168618	0.1607468933762825	0.20002374828449698	0.28743691246615	0.2707062282208869	0.19012736764504154	0.18323755709224376	0.24132009331257417	0.3043164733933711	0.32387223579795654	0.2600311053221133	0.2210089728969787
21	-13.352576	-5.079739	-1.0	0.0	-0.5	5.202999999999999	0.14491826597181956	0.24348236519114744	0.2857448995870733	0.23468436506035334	0.15968063018092613	0.1954472811780309	0.28678357139809285	0.269959231567252	0.19057365510615942	0.18249467028005043	0.23702464953058752	0.29927820870767	0.3178486197491154	0.24894234018311537	0.21660430919039037
22	-13.347010999999998	-5.085562	-1.0	0.0	0.0	5.202999999999999	0.14455290210030167	0.2403004253431966	0.28958168388103217	0.24066422683973795	0.15756962702721364	0.19015022977356105	0.2865387037870993	0.2708091517201011	0.19316939612504255	0.18142751165792473	0.2327705902323609	0.29426841809546606	0.30971307773571194	0.23645155060548928	0.21209085201501668
23	-13.344228	-5.091385	-1.0	0.0	0.5	5.202000000000001	0.14457123127363555	0.23591833131803744	0.2918969841822897	0.24582172391721496	0.15530690354756513	0.18396773178887926	0.28566464453412443	0.2729171624316078	0.19746110410136758	0.17989285103775757	0.2273766431783548	0.2872926620487778	0.2977517782268073	0.22298512392346087	0.2072764518820727
24	-13.344228	-5.091385	-1.0	0.0	1.0	5.2010000000000005	0.14650257685520504	0.2316148705364792	0.292874111676949	0.25050903645112815	0.15376949666044687	0.17927728052945335	0.2855176126246176	0.27625412298207797	0.20433212094811587	0.17996988550486528	0.22255427821392165	0.2795384268230266	0.2837546946093021	0.2090016383097776	0.2031796850955903
25	-13.347010999999998	-5.091385	-1.0	0.0	1.5	5.2010000000000005	0.148458445755932	0.22697321028266026	0.29231200255278694	0.2536528164448161	0.1512435376489571	0.1737171704445883	0.2850840502612026	0.2803715946709286	0.21183506363565682	0.179100666839621	0.21661198448330785	0.2708944189057589	0.2704685470317217	0.19584909992648836	0.19895492298338363
26	-13.349793	-5.091385	-1.0	0.0	2.0	5.2010000000000005	0.1512197421979082	0.22259097579992113	0.29113306591941834	0.2570596203212509	0.1496545631317766	0.16833220083446182	0.28481633154131136	0.28554885358301624	0.2209472597363423	0.17865175180692475	0.2099341335884291	0.26236885114660863	0.258980869038729	0.18387006587869706	0.19496670797814245
27	-13.352576	-5.091385	-0.5	0.0	-2.0	5.2	0.14659675719329968	0.23903972274718566	0.2576392033309379	0.21305870367195853	0.16448055387649776	0.20720571779676714	0.2878377205778525	0.2665098842848562	0.2045246299800198	0.19043470735699775	0.24734961831124927	0.3120488946698048	0.33097653744854744	0.27738355449113206	0.23378103249755586
